PT-AU;Nº ciclo;Part Number;Nº Serie;Geometría;Material;Nº capas;Sección;Punto;Zona;FV;Espesor nominal;Espesor curado;OF
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P4;Alma;NO;7,488;7,45;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P5;Alma;NO;7,488;7,47;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P6;Alma;NO;7,488;7,47;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P7;Alma;NO;7,488;8,01;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P8;Alma;NO;7,488;8,01;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P9;Alma;NO;7,488;8,05;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P10;Alma;NO;7,488;8,45;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P11;Alma;NO;7,488;8,48;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P12;Alma;NO;7,488;8,48;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P13;Alma;NO;7,488;7,46;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P14;Alma;NO;7,488;7,48;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P15;Alma;NO;7,488;8,18;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P16;Alma;NO;7,488;8,43;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P17;Alma;SI;7,551;7,76;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P18;Alma;SI;7,551;7,74;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P19;Alma;SI;7,551;7,76;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P20;Alma;SI;7,551;8,58;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P21;Alma;SI;7,551;8,58;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P22;Alma;SI;7,551;7,69;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P23;Alma;SI;7,551;7,92;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P24;Alma;SI;7,551;8,23;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P25;Alma;SI;7,551;8,23;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P26;Alma;SI;7,551;8,14;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P27;Alma;SI;7,551;8,14;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P28;Alma;SI;7,551;8,04;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P29;Alma;SI;7,551;8,26;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P30;Alma;SI;7,551;8,26;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P31;Alma;SI;7,551;8,26;
PT-AU88;AU1-11193;ACTR-01900-000;2;Plana;UD Tape;52,0;;P32;Alma;SI;7,551;7,98;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P1;Alma;NO;1,152;1,48;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P2;Alma;NO;1,152;1,45;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P3;Alma;NO;1,152;1,45;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P4;Alma;NO;1,152;1,42;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P5;Alma;NO;1,152;1,47;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P6;Alma;NO;1,152;1,48;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P7;Alma;NO;1,152;1,48;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P8;Alma;NO;1,152;1,48;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P9;Alma;NO;1,152;1,42;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P10;Alma;NO;1,152;1,5;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P11;Alma;NO;1,152;1,48;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P12;Alma;NO;1,152;1,47;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P13;Alma;NO;1,152;1,47;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P14;Alma;NO;1,152;1,4;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P15;Alma;NO;1,152;1,47;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P16;Alma;NO;1,152;1,4;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P17;Alma;SI;1,215;1,33;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P18;Alma;SI;1,215;1,37;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P19;Alma;SI;1,215;1,37;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P20;Alma;SI;1,215;1,32;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P21;Alma;SI;1,215;1,38;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P22;Alma;SI;1,215;1,43;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P23;Alma;SI;1,215;1,41;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P24;Alma;SI;1,215;1,37;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P25;Alma;SI;1,215;1,37;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P26;Alma;SI;1,215;1,31;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P27;Alma;SI;1,215;1,34;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P28;Alma;SI;1,215;1,34;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P29;Alma;SI;1,215;1,27;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P30;Alma;SI;1,215;1,25;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P31;Alma;SI;1,215;1,25;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;8,0;;P32;Alma;SI;1,215;1,29;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P1;Alma;NO;2,304;2,64;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P2;Alma;NO;2,304;2,6;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P3;Alma;NO;2,304;2,63;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P4;Alma;NO;2,304;2,63;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P5;Alma;NO;2,304;2,57;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P6;Alma;NO;2,304;2,57;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P7;Alma;NO;2,304;2,56;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P8;Alma;NO;2,304;2,58;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P9;Alma;NO;2,304;2,52;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P10;Alma;NO;2,304;2,61;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P11;Alma;NO;2,304;2,6;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P12;Alma;NO;2,304;2,74;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P13;Alma;NO;2,304;2,43;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P14;Alma;NO;2,304;2,52;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P15;Alma;NO;2,304;2,58;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P16;Alma;NO;2,304;2,56;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P17;Alma;SI;2,367;2,85;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P18;Alma;SI;2,367;2,78;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P19;Alma;SI;2,367;2,58;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P20;Alma;SI;2,367;2,52;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P21;Alma;SI;2,367;2,76;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P22;Alma;SI;2,367;2,76;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P23;Alma;SI;2,367;2,63;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P24;Alma;SI;2,367;2,5;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P25;Alma;SI;2,367;2,84;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P26;Alma;SI;2,367;2,74;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P27;Alma;SI;2,367;2,6;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P28;Alma;SI;2,367;2,51;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P29;Alma;SI;2,367;2,95;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P30;Alma;SI;2,367;2,87;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P31;Alma;SI;2,367;2,68;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;16,0;;P32;Alma;SI;2,367;2,53;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P1;Alma;NO;3,456;3,76;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P2;Alma;NO;3,456;3,8;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P3;Alma;NO;3,456;3,85;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P4;Alma;NO;3,456;3,84;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P5;Alma;NO;3,456;3,78;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P6;Alma;NO;3,456;3,82;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P7;Alma;NO;3,456;3,85;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P8;Alma;NO;3,456;3,85;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P9;Alma;NO;3,456;3,86;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P10;Alma;NO;3,456;3,64;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P11;Alma;NO;3,456;3,72;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P12;Alma;NO;3,456;3,94;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P13;Alma;NO;3,456;3,72;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P14;Alma;NO;3,456;3,73;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P15;Alma;NO;3,456;3,83;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P16;Alma;NO;3,456;3,82;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P17;Alma;SI;3,519;3,88;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P18;Alma;SI;3,519;3,94;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P19;Alma;SI;3,519;3,82;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P20;Alma;SI;3,519;3,81;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P21;Alma;SI;3,519;3,98;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P22;Alma;SI;3,519;3,98;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P23;Alma;SI;3,519;3,85;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P24;Alma;SI;3,519;3,7;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P25;Alma;SI;3,519;3,93;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P26;Alma;SI;3,519;3,86;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P27;Alma;SI;3,519;3,77;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P28;Alma;SI;3,519;3,78;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P29;Alma;SI;3,519;3,83;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P30;Alma;SI;3,519;3,88;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P31;Alma;SI;3,519;3,72;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;24,0;;P32;Alma;SI;3,519;3,7;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P1;Alma;NO;7,488;7,41;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P2;Alma;NO;7,488;7,55;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P3;Alma;NO;7,488;7,59;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P4;Alma;NO;7,488;7,67;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P5;Alma;NO;7,488;7,65;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P6;Alma;NO;7,488;7,78;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P7;Alma;NO;7,488;7,82;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P8;Alma;NO;7,488;7,87;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P9;Alma;NO;7,488;7,7;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P10;Alma;NO;7,488;7,98;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P11;Alma;NO;7,488;7,99;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P12;Alma;NO;7,488;8,06;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P13;Alma;NO;7,488;7,8;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P14;Alma;NO;7,488;7,93;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P15;Alma;NO;7,488;8,02;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P16;Alma;NO;7,488;8,1;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P17;Alma;SI;7,551;7,68;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P18;Alma;SI;7,551;7,72;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P19;Alma;SI;7,551;7,58;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P20;Alma;SI;7,551;7,56;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P21;Alma;SI;7,551;7,92;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P22;Alma;SI;7,551;7,94;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P23;Alma;SI;7,551;7,74;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P24;Alma;SI;7,551;7,79;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P25;Alma;SI;7,551;8,09;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P26;Alma;SI;7,551;8,09;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P27;Alma;SI;7,551;8,02;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P28;Alma;SI;7,551;7,99;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P29;Alma;SI;7,551;8,2;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P30;Alma;SI;7,551;8,2;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P31;Alma;SI;7,551;8,07;
PT-AU88;AU1-11193;ACTR-01900-000;3;Plana;UD Tape;52,0;;P32;Alma;SI;7,551;7,98;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P1;Alma;NO;1,152;1,22;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P2;Alma;NO;1,152;1,25;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P3;Alma;NO;1,152;1,23;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P4;Alma;NO;1,152;1,24;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P5;Alma;NO;1,152;1,15;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P6;Alma;NO;1,152;1,22;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P7;Alma;NO;1,152;1,22;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P8;Alma;NO;1,152;1,19;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P9;Alma;NO;1,152;1,12;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P10;Alma;NO;1,152;1,18;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P11;Alma;NO;1,152;1,14;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P12;Alma;NO;1,152;1,21;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P13;Alma;NO;1,152;1,13;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P14;Alma;NO;1,152;1,18;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P15;Alma;NO;1,152;1,14;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P16;Alma;NO;1,152;1,18;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P17;Alma;SI;1,215;1,27;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P18;Alma;SI;1,215;1,28;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P19;Alma;SI;1,215;1,23;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P20;Alma;SI;1,215;1,2;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P21;Alma;SI;1,215;1,33;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P22;Alma;SI;1,215;1,27;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P23;Alma;SI;1,215;1,24;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P24;Alma;SI;1,215;1,23;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P25;Alma;SI;1,215;1,34;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P26;Alma;SI;1,215;1,26;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P27;Alma;SI;1,215;1,23;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P28;Alma;SI;1,215;1,16;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P29;Alma;SI;1,215;1,18;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P30;Alma;SI;1,215;1,2;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P31;Alma;SI;1,215;1,16;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;8,0;;P32;Alma;SI;1,215;1,12;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P1;Alma;NO;2,304;2,33;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P2;Alma;NO;2,304;2,38;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P3;Alma;NO;2,304;2,48;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P4;Alma;NO;2,304;2,52;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P5;Alma;NO;2,304;2,37;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P6;Alma;NO;2,304;2,44;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P7;Alma;NO;2,304;2,6;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P8;Alma;NO;2,304;2,62;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P9;Alma;NO;2,304;2,34;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P10;Alma;NO;2,304;2,45;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P11;Alma;NO;2,304;2,52;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P12;Alma;NO;2,304;2,56;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P13;Alma;NO;2,304;2,27;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P14;Alma;NO;2,304;2,39;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P15;Alma;NO;2,304;2,46;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P16;Alma;NO;2,304;2,49;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P17;Alma;SI;2,367;2,47;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P18;Alma;SI;2,367;2,61;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P19;Alma;SI;2,367;2,48;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P20;Alma;SI;2,367;2,4;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P21;Alma;SI;2,367;2,6;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P22;Alma;SI;2,367;2,52;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P23;Alma;SI;2,367;2,53;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P24;Alma;SI;2,367;2,36;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P25;Alma;SI;2,367;2,6;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P26;Alma;SI;2,367;2,6;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P27;Alma;SI;2,367;2,51;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P28;Alma;SI;2,367;2,43;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P29;Alma;SI;2,367;2,53;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P30;Alma;SI;2,367;2,44;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P31;Alma;SI;2,367;2,41;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;16,0;;P32;Alma;SI;2,367;2,34;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P1;Alma;NO;3,456;3,42;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P2;Alma;NO;3,456;3,48;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P3;Alma;NO;3,456;3,4;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P4;Alma;NO;3,456;3,45;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P5;Alma;NO;3,456;3,46;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P6;Alma;NO;3,456;3,64;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P7;Alma;NO;3,456;3,65;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P8;Alma;NO;3,456;3,71;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P9;Alma;NO;3,456;3,45;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P10;Alma;NO;3,456;3,53;
PT-AU57;AU3-3421;ACTR-01900-000;4;Plana;UD Tape;24,0;;P11;Alma;NO;3,456;3,62;
